line
"2026-08-01T02:38:15Z	Player registered for Competition #329454 'Tiber 河斑狂妄'"
"2026-08-01T02:38:20Z	Player registered for Competition #329455 '红光闪闪'"
"2026-08-01T02:38:27Z	Player registered for Competition #329456 '漂亮的鲇形目'"
"2026-08-01T04:00:31Z	Player started scoring time for Competition #329454 'Tiber 河斑狂妄' in Group A. IP: 107.151.183.69, Mac: A0AD9F5E0E28"
"2026-08-01T04:01:29Z	CHEAT: (40) Undriven boat moves TOO fast Max: 5, Actual: 10.34448"
"2026-08-01T04:03:43Z	CHEAT: (40) Undriven boat moves TOO fast Max: 5, Actual: 12.14255"
"2026-08-01T04:04:57Z	CHEAT: (10) Fish catch distance is long Actual: 4.26532936096191, Limit (max): 4"
"2026-08-01T04:06:27Z	CHEAT: (40) Friction force is too high Actual: 2.92029738426208, Limit (max): 2.90000009536743"
"2026-08-01T04:07:38Z	CHEAT: (40) Friction force is too high Actual: 2.92029738426208, Limit (max): 2.90000009536743"
"2026-08-01T04:07:44Z	CHEAT: (10) Fish catch distance is long Actual: 4.17078590393066, Limit (max): 4"
"2026-08-01T04:11:58Z	CHEAT: (10) Fish catch distance is long Actual: 4.31730508804321, Limit (max): 4"
"2026-08-01T04:13:23Z	CHEAT: (10) Fish catch distance is long Actual: 4.49700498580933, Limit (max): 4"
"2026-08-01T04:28:59Z	CHEAT: (40) Friction force is too high Actual: 2.92029738426208, Limit (max): 2.90000009536743"
"2026-08-01T06:00:10Z	About to process tournament Competition #329454 'Tiber 河斑狂妄' result. Place: 2"
"2026-08-01T06:00:10Z	Tournament reward Competition #329454 'Tiber 河斑狂妄' added CompetitionRating 27 (80 -> 107)"
"2026-08-01T06:14:35Z	Player started scoring time for Competition #329455 '红光闪闪' in Group A. IP: 107.151.183.69, Mac: A0AD9F5E0E28"
"2026-08-01T06:38:56Z	CHEAT: (10) Fish catch distance is long Actual: 4.81507539749146, Limit (max): 4.40000009536743"
"2026-08-01T06:42:08Z	CHEAT: (1) Line has high extension too often Actual: 0.491186900678424, Limit (max): 0.400000005960464"
"2026-08-01T06:42:41Z	CHEAT: (1) Line has high extension too often Actual: 0.714786539654372, Limit (max): 0.400000005960464"
"2026-08-01T06:43:07Z	CHEAT: (1) Line has high extension too often Actual: 1, Limit (max): 0.400000005960464"
"2026-08-01T06:43:57Z	CHEAT: (1) Line has high extension too often Actual: 1, Limit (max): 0.400000005960464"
"2026-08-01T06:45:52Z	CHEAT: (10) Fish catch distance is long Actual: 5.09054040908813, Limit (max): 4.40000009536743"
"2026-08-01T06:47:26Z	CHEAT: (1) Line has high extension too often Actual: 0.853714478996128, Limit (max): 0.400000005960464"
