line
"2026-07-26T05:51:18Z	Player registered for Competition #327921 '微笑，现在是红矛丽鱼时间！'"
"2026-07-26T07:13:28Z	Player registered for Competition #327920 '鲈鱼速度狩猎'"
"2026-07-26T08:06:49Z	Player started scoring time for Competition #327919 '击！再击！' in Group B. IP: 98.96.208.177, Mac: 00FFEF6846A2"
"2026-07-26T08:07:56Z	CHEAT: (40) Undriven boat moves TOO fast Max: 5, Actual: 6.899253"
"2026-07-26T08:12:47Z	CHEAT: (40) Undriven boat moves TOO fast Max: 5, Actual: 7.374937"
"2026-07-26T08:15:31Z	CHEAT: (40) Friction force is too high Actual: 18.2770328521729, Limit (max): 18.1499996185303"
"2026-07-26T08:16:31Z	CHEAT: (40) Friction force is too high Actual: 18.2770328521729, Limit (max): 18.1499996185303"
"2026-07-26T08:19:30Z	CHEAT: (40) Friction force is too high Actual: 18.2770328521729, Limit (max): 18.1499996185303"
"2026-07-26T08:23:19Z	CHEAT: (40) Undriven boat moves TOO fast Max: 5, Actual: 7.332796"
"2026-07-26T08:32:07Z	CHEAT: (40) Undriven boat moves TOO fast Max: 5, Actual: 7.57462"
"2026-07-26T08:32:27Z	CHEAT: (40) Friction force is too high Actual: 18.2770328521729, Limit (max): 18.1499996185303"
"2026-07-26T08:33:12Z	CHEAT: (10) Amount of reeled out line during fight is low. Probable stamina hack. (Confidence level = 2/4) Actual: 0.0257935710251331, Limit (min): 0.0500000007450581"
"2026-07-26T08:33:51Z	CHEAT: (10) Amount of reeled out line during fight is low. Probable stamina hack. (Confidence level = 2/4) Actual: 0.0257935710251331, Limit (min): 0.0500000007450581"
"2026-07-26T08:35:22Z	CHEAT: (40) Friction force is too high Actual: 18.2770328521729, Limit (max): 18.1499996185303"
"2026-07-26T08:36:36Z	CHEAT: (40) Friction force is too high Actual: 18.2013740539551, Limit (max): 18.1499996185303"
"2026-07-26T08:39:06Z	CHEAT: (40) Friction force is too high Actual: 18.2143821716309, Limit (max): 18.1499996185303"
"2026-07-26T08:41:56Z	CHEAT: (40) Undriven boat moves TOO fast Max: 5, Actual: 6.998369"
"2026-07-26T08:42:21Z	CHEAT: (40) Amount of reeled out line during fight is very low. Probable stamina hack. (Confidence level = 3/4) Actual: 0.00162309408187866, Limit (min): 0.00999999977648258"
"2026-07-26T08:50:27Z	CHEAT: (40) Amount of reeled out line during fight is very low. Probable stamina hack. (Confidence level = 3/4) Actual: 0.00162309408187866, Limit (min): 0.00999999977648258"
"2026-07-26T08:53:50Z	Player registered for Competition #327922 'San Joaquin无国界'"
"2026-07-26T10:00:07Z	About to process tournament Competition #327919 '击！再击！' result. Place: 1"
"2026-07-26T10:00:07Z	Tournament reward Competition #327919 '击！再击！' added CompetitionRating 40 (481 -> 521)"
"2026-07-26T10:02:39Z	Player started scoring time for Competition #327920 '鲈鱼速度狩猎' in Group B. IP: 98.96.208.177, Mac: 00FFEF6846A2"
"2026-07-26T10:03:30Z	CHEAT: (40) Undriven boat moves TOO fast Max: 5, Actual: 6.670621"
"2026-07-26T10:04:54Z	CHEAT: (40) Friction force is too high Actual: 19.6364841461182, Limit (max): 19.5"
"2026-07-26T10:06:25Z	CHEAT: (1) Line has high extension too often Actual: 0.953358426900367, Limit (max): 0.400000005960464"
"2026-07-26T10:07:46Z	CHEAT: (1) Line has high extension too often Actual: 0.955014928763272, Limit (max): 0.400000005960464"
"2026-07-26T10:08:10Z	CHEAT: (1) Line has high extension too often Actual: 0.918779639488583, Limit (max): 0.400000005960464"
"2026-07-26T10:08:49Z	CHEAT: (40) Undriven boat moves TOO fast Max: 5, Actual: 13.20341"
"2026-07-26T10:09:06Z	CHEAT: (1) Line has high extension too often Actual: 0.925710796966827, Limit (max): 0.400000005960464"
"2026-07-26T10:09:36Z	CHEAT: (1) Line has high extension too often Actual: 0.929272713295076, Limit (max): 0.400000005960464"
"2026-07-26T10:09:55Z	CHEAT: (1) Line has high extension too often Actual: 0.927549874118657, Limit (max): 0.400000005960464"
"2026-07-26T10:09:58Z	CHEAT: (40) Friction force is too high Actual: 19.6364841461182, Limit (max): 19.5"
"2026-07-26T10:10:27Z	CHEAT: (1) Line has high extension too often Actual: 0.914451024228095, Limit (max): 0.400000005960464"
"2026-07-26T10:10:29Z	CHEAT: (40) Friction force is too high Actual: 19.6364841461182, Limit (max): 19.5"
"2026-07-26T10:10:53Z	CHEAT: (1) Line has high extension too often Actual: 0.841685636549828, Limit (max): 0.400000005960464"
"2026-07-26T10:10:56Z	CHEAT: (40) Friction force is too high Actual: 19.6364841461182, Limit (max): 19.5"
"2026-07-26T10:11:31Z	CHEAT: (1) Line has high extension too often Actual: 0.925065579323217, Limit (max): 0.400000005960464"
"2026-07-26T10:11:33Z	CHEAT: (10) Fish catch distance is long Actual: 7.37931871414185, Limit (max): 5.40000009536743"
"2026-07-26T10:11:49Z	CHEAT: (1) Line has high extension too often Actual: 0.867139533621108, Limit (max): 0.400000005960464"
"2026-07-26T10:12:21Z	CHEAT: (1) Line has high extension too often Actual: 0.903268852164004, Limit (max): 0.400000005960464"
"2026-07-26T10:12:36Z	CHEAT: (1) Line has high extension too often Actual: 0.798360600884389, Limit (max): 0.400000005960464"
"2026-07-26T10:13:07Z	CHEAT: (40) Undriven boat moves TOO fast Max: 5, Actual: 5.520811"
"2026-07-26T10:13:37Z	CHEAT: (1) Line has high extension too often Actual: 0.885205171460379, Limit (max): 0.400000005960464"
"2026-07-26T10:14:12Z	CHEAT: (1) Line has high extension too often Actual: 0.682107973545007, Limit (max): 0.400000005960464"
"2026-07-26T10:14:41Z	CHEAT: (1) Line has high extension too often Actual: 0.529379301022762, Limit (max): 0.400000005960464"
"2026-07-26T10:16:21Z	CHEAT: (40) Friction force is too high Actual: 19.6364841461182, Limit (max): 19.5"
"2026-07-26T10:17:25Z	CHEAT: (40) Undriven boat moves TOO fast Max: 5, Actual: 14.38553"
"2026-07-26T10:17:50Z	CHEAT: (1) Line has high extension too often Actual: 0.869498318151617, Limit (max): 0.400000005960464"
"2026-07-26T10:18:30Z	CHEAT: (1) Line has high extension too often Actual: 0.587176747642248, Limit (max): 0.400000005960464"
"2026-07-26T10:18:49Z	CHEAT: (1) Line has high extension too often Actual: 0.758207722278173, Limit (max): 0.400000005960464"
"2026-07-26T10:19:10Z	CHEAT: (1) Line has high extension too often Actual: 0.57746975006785, Limit (max): 0.400000005960464"
"2026-07-26T10:19:14Z	CHEAT: (40) Friction force is too high Actual: 19.6364841461182, Limit (max): 19.5"
"2026-07-26T10:19:47Z	CHEAT: (1) Line has high extension too often Actual: 0.467184561382691, Limit (max): 0.400000005960464"
"2026-07-26T10:20:14Z	CHEAT: (1) Line has high extension too often Actual: 0.571585303634776, Limit (max): 0.400000005960464"
"2026-07-26T10:20:38Z	CHEAT: (1) Line has high extension too often Actual: 0.703604957458268, Limit (max): 0.400000005960464"
"2026-07-26T10:20:41Z	CHEAT: (40) Friction force is too high Actual: 19.6364841461182, Limit (max): 19.5"
"2026-07-26T10:20:58Z	CHEAT: (1) Line has high extension too often Actual: 0.786739337192845, Limit (max): 0.400000005960464"
"2026-07-26T10:21:18Z	CHEAT: (1) Line has high extension too often Actual: 0.720650723204974, Limit (max): 0.400000005960464"
"2026-07-26T10:21:20Z	CHEAT: (40) Friction force is too high Actual: 19.6364841461182, Limit (max): 19.5"
